confidence_level,historical_var,historical_es,parametric_var,parametric_es,var_difference,var_difference_pct,es_difference,es_difference_pct,historical_ratio,parametric_ratio
0.9,14242.783365366773,24568.657348936067,17308.07193662174,23759.85508536866,-3065.2885712549687,-17.710167732601093,808.802263567406,3.4040706926090096,1.7249898926833385,1.3727615168443887
0.95,20927.920177792905,32051.348779643893,22259.041319165015,27953.498436021924,-1331.1211413721103,-5.980136890379085,4097.850343621969,14.65952590156417,1.5315114214576522,1.2558267013931992
0.99,36697.14843342199,53241.43953762563,31546.23649403671,36164.20342445626,5150.911939385282,16.328134547393557,17077.23611316937,47.22138052575156,1.4508331521785462,1.1463872538739288
