Date,SPX,US10YT=RR
2014-01-03,-0.00033302052016060914,0.00334448165596712
2014-01-06,-0.0025149272537594355,-0.01141715583212525
2014-01-07,0.006063345375391041,-0.00813837296915312
2014-01-08,-0.0002122315034510835,0.0188875745114029
2014-01-09,0.0003482485435141758,-0.010073950520065565
2014-01-10,0.002304030490455301,-0.03538070039483467
2014-01-13,-0.012655966458794009,-0.011605543849716309
2014-01-14,0.010759876119934082,0.014747478071077708
2014-01-15,0.005152889134682223,0.005214718874086216
2014-01-16,-0.0013480284864259254,-0.01431843138892425
2014-01-17,-0.003902780320014972,-0.005643765556239672
2014-01-21,0.0027699122428176707,-0.0007076628246672218
2014-01-22,0.0005747000497681626,0.012313206674383475
2014-01-23,-0.00892932476457093,-0.03089182083050955
2014-01-24,-0.02109642142734084,-0.013798369803714022
2014-01-27,-0.004888221853339347,0.011270847447488654
2014-01-28,0.006121875622432071,-0.00725691886549087
2014-01-29,-0.01026170390849596,-0.026195963577471764
2014-01-30,0.011204044372218206,0.006706480345907716
2014-01-31,-0.006486290214250376,-0.009326721248896577
2014-02-03,-0.023096604704486576,-0.0331521661500052
2014-02-04,0.007612043683081426,0.016522943234219538
2014-02-05,-0.0020302824086565886,0.01625436723619396
2014-02-06,0.012363054453375717,0.013037937597276856
2014-02-07,0.013214193504296921,-0.010042841014696068
2014-02-10,0.0015680048032540356,0.0011208747754963455
2014-02-11,0.011001375944254965,0.015193965531472547
2014-02-12,-0.00026929864772088686,0.016052847253936825
2014-02-13,0.005793211978776681,-0.009820028014712757
2014-02-14,0.004797689385548304,0.0036483040312786483
2014-02-18,0.0011578033925587676,-0.012827768247288148
2014-02-19,-0.0065458617731959995,0.008448168589407085
2014-02-20,0.006013341826934013,0.007288655165094326
2014-02-21,-0.0019205666731810659,-0.00728865516509442
2014-02-24,0.006167455552331448,0.005835185236607793
2014-02-25,-0.0013485906767746498,-0.017978846048131648
2014-02-26,2.1699742124629578e-05,-0.010420592081954477
2014-02-27,0.004935881408416543,-0.011665282608866406
2014-02-28,0.0027788242813380905,0.006037766481174491
2014-03-03,-0.007405866200454787,-0.01937377930341195
2014-03-04,0.015152322676141788,0.03171268795717459
2014-03-05,-5.335274966455346e-05,0.0025978747443216013
2014-03-06,0.0017169334968570882,0.014351685058502307
2014-03-07,0.0005379445771157059,0.019179156283236035
2014-03-10,-0.0004633536412194934,-0.0021528684630075707
2014-03-11,-0.005095096975215844,-0.006486468732272554
2014-03-12,0.0003051243232100062,-0.014566885802459238
2014-03-13,-0.011770091695883623,-0.027144240151824626
2014-03-14,-0.002825766417445165,-0.003020060911845628
2014-03-17,0.009567717695038962,0.020210232122148366
2014-03-18,0.0071936822454731885,-0.0066914331017361274
2014-03-19,-0.006150525096734505,0.03337925104312111
2014-03-20,0.0060223340875217475,0.0010816734023914765
2014-03-21,-0.002936980116608755,-0.009049869886559534
2014-03-24,-0.004876580959363224,-0.0062009900767418255
2014-03-25,0.004394270848822234,0.0007314759160173392
2014-03-26,-0.007024936954876045,-0.01250933188740728
2014-03-27,-0.0019018913439770551,-0.010794835653760194
2014-03-28,0.004629489243409657,0.014859100716780458
2014-03-31,0.007892871384796676,0.004047901210176182
2014-04-01,0.007014688044213445,0.013134086145125234
2014-04-02,0.0028492638318384613,0.01582194460744514
2014-04-03,-0.0011270852130106552,-0.004648680495590771
2014-04-04,-0.012616542925313997,-0.023206222997739293
2014-04-07,-0.010808312332149784,-0.01143717957258617
2014-04-08,0.0037435379801772804,-0.005208322470671803
2014-04-09,0.010859039341965573,0.0011183676750013366
2014-04-10,-0.021105967737387127,-0.021085116188589152
2014-04-11,-0.009532059739897396,-0.003430559102384084
2014-04-14,0.008183708150740607,0.007607484889494092
2014-04-15,0.006734579517703411,-0.0041769257871098996
2014-04-16,0.010433867948766148,0.0034188305905191213
2014-04-17,0.0013629237070939353,0.031357504482262474
2014-04-21,0.003768015655572547,0.0
2014-04-22,0.004083788996128047,0.0018359154840642425
2014-04-23,-0.002215766862522173,-0.014782220585614833
2014-04-24,0.001715488275330875,0.0007442706017299866
2014-04-25,-0.008129344743501644,-0.008218228917590381
2014-04-28,0.0032308111625021225,0.004117601376781342
2014-04-29,0.004749460504633521,0.006701397952107653
2014-04-30,0.00298754980270127,-0.01759354079513912
2014-05-01,-0.00014327174433241034,-0.015988180585791618
2014-05-02,-0.0013493550298709083,-0.00577252571125521
2014-05-05,0.0018694675823400038,0.007689380595139472
2014-05-06,-0.009029031461991046,-0.006146785450163926
2014-05-07,0.005600754871033284,-0.0019286850708045147
2014-05-08,-0.0013745692327864058,0.004622536785098043
2014-05-09,0.0015183231948788392,0.008038285896465405
2014-05-12,0.009626256172315509,0.012502528299642062
2014-05-13,0.0004216687882830338,-0.01441051440885237
2014-05-14,-0.004712089565017091,-0.02906619945490351
2014-05-15,-0.009405904183934903,-0.0162540302907649
2014-05-16,0.0037399628190006033,0.006374441531637877
2014-05-19,0.003837414189704193,0.007123150909236406
2014-05-20,-0.006519604608543308,-0.01070374936876828
2014-05-21,0.008083340547746922,0.011097964839978243
2014-05-22,0.0023594441947138818,0.0070699924727778505
2014-05-23,0.004239392917884754,-0.007464207943987867
2014-05-27,0.0059699502115288725,-0.007123150909236452
2014-05-28,-0.0011146927500584232,-0.03228687473591582
2014-05-29,0.005352758657361124,0.0036847791784411174
2014-05-30,0.0018419804431013698,0.004078305152635298
2014-06-02,0.0007275613640587,0.030857949759766485
2014-06-03,-0.0003792884695348666,0.023016431261508673
2014-06-04,0.0018898766063629325,0.005000976662325782
2014-06-05,0.006504082119662981,-0.008477829476908555
2014-06-06,0.00461708354801898,0.005018259147224122
2014-06-09,0.0009383308564868176,0.006142066541271761
2014-06-10,-0.0002460138818795375,0.008384223953212939
2014-06-11,-0.0035433111516661626,0.0018957785205855223
2014-06-12,-0.007114139088910178,-0.020666689821196786
2014-06-13,0.0031296591990707602,0.006936492431365347
2014-06-16,0.0008363553307868065,-0.0026918716252387308
2014-06-17,0.0021702124448891515,0.02208775603833752
2014-06-18,0.007689243160729406,-0.015945689497065763
2014-06-19,0.001276663295165036,0.003438422918808753
2014-06-20,0.0017285634956760601,0.0007625213638427252
2014-06-23,-0.0001324728528989271,-0.0003812334497594718
2014-06-24,-0.006456106498617479,-0.014206398180290326
2014-06-25,0.004885557422717193,-0.01049570393301165
2014-06-26,-0.0011795794276391145,-0.013375462643842949
2014-06-27,0.0019090452380837368,0.0027684293974332805
2014-06-30,-0.00037232599700135415,-0.0063391781683509495
2014-07-01,0.006655572896822518,0.01850808151671591
2014-07-02,0.0006585960751231936,0.025044675363538507
2014-07-03,0.005464550227672394,0.007581530189120711
2014-07-07,-0.003931239054323629,-0.011775975890220801
2014-07-08,-0.007073762181680688,-0.020070161973935113
2014-07-09,0.004633516553259208,-0.0070423318925754005
2014-07-10,-0.0041396283244738334,-0.005906639144292602
2014-07-11,0.0014698419980472353,-0.004750635939547544
2014-07-14,0.004831860726996926,0.011442241167042856
2014-07-15,-0.0019339645679455134,0.0
2014-07-16,0.004192285009448555,-0.00432472374441733
2014-07-17,-0.011904605927478003,-0.025136053888756393
2014-07-18,0.010212608899671183,0.003629793529361701
2014-07-21,-0.002322946423904652,-0.0040338862989116485
2014-07-22,0.005003611167300126,-0.003238827491398696
